Datos generados por TERE.BAS el 06-11-2007
 t[min] T[§C] V[§C/min]
  23.32 -.000565 -13.78 %-1427.2
  23.33 -.003441 -83.89 %-2364.2
  23.34 -.004814 %-117.35 %-3182.4
  23.35 -.005489 %-133.82 %-3812.6
  23.36 -.005804 %-141.48 %-4223.2
  23.37 -.005928 %-144.52 %-4389.2
  23.39 -.005991 %-146.06 %-4301.8
  23.40 -.006035 %-147.11 %-3962.7
  23.41 -.006031 %-147.03 %-3363.5
  23.42 -.006045 %-147.36 %-2508.7
  23.43 -.006072 %-148.03 %-1401.2
  23.44 -.006085 %-148.33 -674.3
  23.45 -.006107 %-148.88 -324.4
  23.46 -.006121 %-149.22 -159.3
  23.48 -.006111 %-148.98  -80.7
  23.49 -.006094 %-148.56  -44.0
  23.50 -.006078 %-148.17  -26.2
  23.51 -.006079 %-148.19  -16.0
  23.52 -.006080 %-148.22   -9.5
  23.53 -.006037 %-147.18   -2.4
  23.54 0.002773  67.61  682.4
  23.55 0.007689 187.57 1621.3
  23.56 0.010063 245.51 2548.3
  23.58 0.011236 274.14 3338.9
  23.59 0.011803 287.98 3928.8
  23.60 0.012073 294.58 4287.8
  23.61 0.012229 298.38 4405.1
  23.62 0.012352 301.39 4277.0
  23.63 0.012373 301.90 3893.9
  23.64 0.012369 301.81 3252.4
  23.65 0.012374 301.92 2353.1
  23.67 0.012349 301.31 1197.5
  23.68 0.012339 301.08  584.7
  23.69 0.012332 300.89  284.5
  23.70 0.012327 300.78  135.0
  23.71 0.012275 299.50   56.4
  23.72 0.012304 300.21   17.2
  23.73 0.012328 300.81   -2.6
  23.74 0.012307 300.30  -13.5
  23.76 0.012308 300.32  -14.1
  23.77 0.004750 115.84 -594.0
  23.78 -.000852 -20.78 %-1498.5
  23.79 -.003540 -86.31 %-2424.2
  23.80 -.004878 %-118.93 %-3232.5
  23.81 -.005542 %-135.10 %-3851.6
  23.82 -.005844 %-142.47 %-4244.6
  23.83 -.005989 %-146.00 %-4394.9
  23.84 -.006088 %-148.41 %-4301.4
  23.86 -.006132 %-149.49 %-3951.8
  23.87 -.006147 %-149.86 %-3343.2
  23.88 -.006212 %-151.45 %-2483.2
  23.89 -.006226 %-151.79 %-1365.1
  23.90 -.006242 %-152.17 -676.5
  23.91 -.006245 %-152.24 -343.7
  23.92 -.006237 %-152.04 -179.2
  23.93 -.006260 %-152.60 -100.2
  23.95 -.006245 %-152.24  -61.2
  23.96 -.006224 %-151.73  -38.1
  23.97 -.006194 %-151.00  -20.6
  23.98 -.006213 %-151.46  -10.7
  23.99 -.005993 %-146.09   13.9
  24.00 0.003044  74.22  730.0
  24.01 0.007756 189.19 1674.3
  24.02 0.010048 245.12 2598.4
  24.04 0.011156 272.19 3378.8
  24.05 0.011708 285.67 3958.1
  24.06 0.011991 292.58 4308.9
  24.07 0.012136 296.11 4413.7
  24.08 0.012216 298.06 4268.7
  24.09 0.012246 298.79 3869.8
  24.10 0.012279 299.62 3217.8
  24.11 0.012270 299.39 2305.0
  24.13 0.012265 299.27 1153.3
  24.14 0.012260 299.15  567.0
  24.15 0.012265 299.27  280.6
  24.16 0.012283 299.72  141.0
  24.17 0.012281 299.65   70.8
  24.18 0.012240 298.67   31.9
  24.19 0.012228 298.36   10.4
  24.20 0.012230 298.42   -1.1
  24.21 0.012216 298.08   -7.7
  24.23 0.004144 101.05 -633.0
  24.24 -.001183 -28.84 %-1551.5
  24.25 -.003749 -91.41 %-2479.8
  24.26 -.005016 %-122.29 %-3281.9
  24.27 -.005603 %-136.58 %-3887.7
  24.28 -.005928 %-144.53 %-4268.3
  24.29 -.006096 %-148.60 %-4405.6
  24.30 -.006132 %-149.49 %-4288.9
  24.31 -.006193 %-150.98 %-3923.0
  24.33 -.006165 %-150.30 %-3298.3
  24.34 -.006186 %-150.80 %-2417.6
  24.35 -.006211 %-151.42 %-1282.6
  24.36 -.006254 %-152.45 -627.4
  24.37 -.006257 %-152.55 -311.3
  24.38 -.006252 %-152.41 -157.1
  24.39 -.006241 %-152.13  -82.1
  24.40 -.006236 %-152.02  -42.9
  24.42 -.006260 %-152.62  -26.3
  24.43 -.006245 %-152.24  -19.2
  24.44 -.006241 %-152.13  -12.8
  24.45 -.005649 %-137.72   34.9
  24.46 0.003440  83.90  776.5
  24.47 0.007915 193.08 1726.3
  24.48 0.010072 245.72 2642.6
  24.49 0.011134 271.65 3409.1
  24.51 0.011669 284.72 3973.3
  24.52 0.011926 290.98 4307.0
  24.53 0.012067 294.42 4398.3
  24.54 0.012135 296.09 4239.2
  24.55 0.012160 296.69 3822.9
  24.56 0.012196 297.58 3153.1
  24.57 0.012232 298.45 2228.5
  24.58 0.012223 298.23 1098.6
  24.59 0.012256 299.04  547.3
  24.61 0.012315 300.48  284.1
  24.62 0.012346 301.23  157.9
  24.63 0.012331 300.89   95.4
  24.64 0.012313 300.44   63.5
  24.65 0.012286 299.78   43.8
  24.66 0.012262 299.18   30.0
  24.67 0.012275 299.51   20.7
  24.68 0.003578  87.27 -657.7
  24.70 -.001424 -34.71 %-1597.4
  24.71 -.003862 -94.16 %-2530.8
  24.72 -.005063 %-123.44 %-3332.2
  24.73 -.005659 %-137.96 %-3934.6
  24.74 -.005962 %-145.33 %-4304.3
  24.75 -.006125 %-149.32 %-4428.2
  24.76 -.006229 %-151.86 %-4302.9
  24.77 -.006253 %-152.43 %-3921.5
  24.78 -.006273 %-152.93 %-3284.5
  24.80 -.006285 %-153.22 %-2391.0
  24.81 -.006253 %-152.43 %-1234.4
  24.82 -.006239 %-152.09 -608.6
  24.83 -.006194 %-151.01 -296.9
  24.84 -.006207 %-151.32 -141.0
  24.85 -.006201 %-151.18  -61.0
  24.86 -.006204 %-151.24  -19.4
  24.87 -.006186 %-150.80    3.7
  24.89 -.006182 %-150.72   15.4
  24.90 -.006227 %-151.81   14.9
  24.91 -.004629 %-112.85  135.2
  24.92 0.004045  98.64  897.9
  24.93 0.008162 199.10 1832.1
  24.94 0.010156 247.76 2720.6
  24.95 0.011141 271.81 3456.9
  24.96 0.011621 283.54 3991.0
  24.98 0.011850 289.13 4292.5
  24.99 0.012007 292.97 4354.0
  25.00 0.012086 294.88 4166.6
  25.01 0.012125 295.86 3728.2
  25.02 0.012227 298.34 3041.7
  25.03 0.012219 298.15 2093.1
  25.04 0.012252 298.95 1034.2
  25.05 0.012240 298.65  526.5
  25.07 0.012241 298.67  278.6
  25.08 0.012219 298.14  153.3
  25.09 0.012213 297.99   88.3
  25.10 0.012188 297.39   50.1
  25.11 0.012201 297.71   25.8
  25.12 0.012236 298.55   13.5
  25.13 0.012078 294.69   -7.0
  25.14 0.003103  75.66 -714.5
  25.15 -.001686 -41.10 %-1654.8
  25.17 -.003962 -96.60 %-2576.1
  25.18 -.005079 %-123.81 %-3354.0
  25.19 -.005309 %-129.42 %-3908.2
  25.20 -.005690 %-138.72 %-4246.3
  25.21 -.005944 %-144.91 %-4355.0
  25.22 -.006056 %-147.64 %-4218.8
  25.23 -.006139 %-149.66 %-3835.7
  25.24 -.006149 %-149.89 %-3195.7
  25.25 -.006141 %-149.71 %-2295.5
  25.27 -.006151 %-149.94 %-1153.2
  25.28 -.006139 %-149.67 -571.6
  25.29 -.006110 %-148.94 -293.6
  25.30 -.006074 %-148.07 -157.9
  25.31 -.006100 %-148.71  -96.2
  25.32 -.006095 %-148.59  -40.6
  25.33 -.006083 %-148.30   -7.9
  25.34 -.006057 %-147.67    9.3
  25.36 -.006071 %-148.00   16.8
  25.37 -.003765 -91.80  194.3
  25.38 0.004565 111.34  978.4
  25.39 0.008536 208.23 1918.9
  25.40 0.010454 255.05 2801.0
  25.41 0.011367 277.33 3522.1
  25.42 0.011860 289.38 4039.1
  25.43 0.012062 294.30 4323.5
  25.44 0.012210 297.91 4363.3
  25.46 0.012269 299.36 4152.0
  25.47 0.012310 300.37 3688.0
  25.48 0.012317 300.53 2969.7
  25.49 0.012322 300.65 1993.5
  25.50 0.012359 301.57  972.4
  25.51 0.012381 302.10  484.5
  25.52 0.012362 301.64  247.0
  25.53 0.012351 301.38  129.5
  25.55 0.012364 301.67   69.5
  25.56 0.012373 301.90   41.2
  25.57 0.012393 302.39   25.5
  25.58 0.012388 302.26   18.3
  25.59 0.011836 288.80  -28.5
  25.60 0.002718  66.27 -767.3
  25.61 -.001795 -43.77 %-1718.3
  25.62 -.003984 -97.14 %-2639.7
  25.64 -.005019 %-122.36 %-3409.2
  25.65 -.005563 %-135.62 %-3975.4
  25.66 -.005838 %-142.33 %-4313.4
  25.67 -.005998 %-146.22 %-4410.2
  25.68 -.006056 %-147.64 %-4253.7
  25.69 -.006067 %-147.90 %-3839.4
  25.70 -.006086 %-148.36 %-3166.9
  25.71 -.006088 %-148.42 %-2236.6
  25.73 -.006136 %-149.60 %-1101.7
  25.74 -.006115 %-149.08 -543.2
  25.75 -.006151 %-149.95 -274.2
  25.76 -.006142 %-149.72 -142.4
  25.77 -.006132 %-149.48  -73.8
  25.78 -.006126 %-149.33  -38.6
  25.79 -.006114 %-149.06  -19.6
  25.80 -.006114 %-149.05  -11.3
  25.81 -.006126 %-149.34   -7.5
  25.83 -.003060 -74.61  231.9
  25.84 0.004859 118.49 1036.7
  25.85 0.008629 210.50 1978.3
  25.86 0.010454 255.04 2850.2
  25.87 0.011320 276.18 3558.8
  25.88 0.011759 286.91 4054.0
  25.89 0.012027 293.46 4320.3
  25.90 0.012156 296.59 4343.2
  25.92 0.012211 297.94 4115.1
  25.93 0.012261 299.17 3635.4
  25.94 0.012306 300.26 2902.2
  25.95 0.012320 300.62 1911.3
  25.96 0.012340 301.10  942.5
  25.97 0.012343 301.17  478.3
  25.98 0.012321 300.63  250.5
  25.99 0.012321 300.63  137.1
  26.01 0.012325 300.73   76.6
  26.02 0.012319 300.57   41.5
  26.03 0.012317 300.53   22.9
  26.04 0.012326 300.75   12.6
  26.05 0.011025 268.99  -95.2
  26.06 0.002153  52.50 -864.6
  26.07 -.002106 -51.34 %-1816.0
  26.08 -.004206 %-102.53 %-2725.9
  26.09 -.005248 %-127.94 %-3483.0
  26.11 -.005749 %-140.16 %-4032.4
  26.12 -.005959 %-145.27 %-4346.8
  26.13 -.006050 %-147.48 %-4412.4
  26.14 -.006110 %-148.95 %-4225.4
  26.15 -.006169 %-150.40 %-3785.7
  26.16 -.006216 %-151.54 %-3091.1
  26.17 -.006216 %-151.54 %-2136.4
  26.18 -.006190 %-150.90 %-1038.8
  26.19 -.006190 %-150.90 -507.3
  26.21 -.006190 %-150.91 -246.3
  26.22 -.006152 %-149.97 -116.0
  26.23 -.006134 %-149.54  -51.8
  26.24 -.006144 %-149.79  -21.6
  26.25 -.006169 %-150.40   -6.8
  26.26 -.006164 %-150.26    3.1
  26.27 -.006137 %-149.60   11.1
  26.28 -.001967 -47.96  334.8
  26.30 0.005435 132.56 1164.7
  26.31 0.008963 218.65 2103.3
  26.32 0.010675 260.43 2963.7
  26.33 0.011486 280.24 3650.8
  26.34 0.011892 290.15 4121.8
  26.35 0.012102 295.27 4359.6
  26.36 0.012157 296.64 4348.0
  26.37 0.012203 297.76 4083.2
  26.39 0.012223 298.25 3561.0
  26.40 0.012225 298.29 2782.1
  26.41 0.012254 299.00 1750.8
  26.42 0.012293 299.96  844.0
  26.43 0.012326 300.77  413.2
  26.44 0.012331 300.87  207.1
  26.45 0.012331 300.89  109.7
  26.46 0.012327 300.79   62.5
  26.48 0.012345 301.22   41.9
  26.49 0.012294 299.96   30.1
  26.50 0.012275 299.50   19.2
  26.51 0.010026 244.59 -162.3
  26.52 0.001635  39.87 -957.2
  26.53 -.002384 -58.13 %-1912.9
  26.54 -.004318 %-105.27 %-2810.2
  26.55 -.005252 %-128.05 %-3543.9
  26.56 -.005709 %-139.18 %-4064.3
  26.58 -.005916 %-144.22 %-4347.9
  26.59 -.006049 %-147.46 %-4386.4
  26.60 -.006086 %-148.37 %-4171.1
  26.61 -.006100 %-148.72 %-3697.8
  26.62 -.006108 %-148.90 %-2971.6
  26.63 -.006141 %-149.70 %-1992.4
  26.64 -.006166 %-150.33 -962.1
  26.65 -.006193 %-150.97 -470.6
  26.67 -.006228 %-151.84 -237.6
  26.68 -.006224 %-151.72 -126.2
  26.69 -.006194 %-150.99  -70.7
  26.70 -.006234 %-151.97  -46.7
  26.71 -.006198 %-151.11  -31.4
  26.72 -.006195 %-151.02  -24.0
  26.73 -.006186 %-150.81  -17.2
  26.74 -.001341 -32.71  362.1
  26.76 0.005667 138.21 1213.3
  26.77 0.009015 219.92 2154.5
  26.78 0.010642 259.63 3006.7
  26.79 0.011451 279.38 3683.8
  26.80 0.011838 288.83 4140.6
  26.81 0.012024 293.39 4359.5
  26.82 0.012146 296.36 4335.3
  26.83 0.012213 298.01 4056.1
  26.84 0.012249 298.87 3524.8
  26.86 0.012248 298.84 2735.8
  26.87 0.012304 300.22 1693.9
  26.88 0.012273 299.46  831.1
  26.89 0.012252 298.96  413.4
  26.90 0.012266 299.29  209.1
  26.91 0.012286 299.77  108.8
  26.92 0.012296 300.02   59.9
  26.93 0.012251 298.92   30.9
  26.95 0.012255 299.03   13.5
  26.96 0.012268 299.34    4.9
  26.97 0.009087 221.68 -244.3
  26.98 0.001187  28.94 %-1054.3
  26.99 -.002536 -61.83 %-1995.9
  27.00 -.004364 %-106.40 %-2866.0
  27.01 -.005267 %-128.39 %-3575.3
  27.02 -.005675 %-138.35 %-4072.5
  27.04 -.005925 %-144.44 %-4336.9
  27.05 -.006027 %-146.94 %-4352.9
  27.06 -.006051 %-147.53 %-4113.7
  27.07 -.006088 %-148.43 %-3624.8
  27.08 -.006112 %-149.01 %-2880.8
  27.09 -.006136 %-149.59 %-1880.6
  27.10 -.006127 %-149.38 -911.7
  27.11 -.006129 %-149.41 -448.6
  27.12 -.006078 %-148.16 -217.5
  27.14 -.006112 %-149.00 -105.7
  27.15 -.006099 %-148.68  -50.5
  27.16 -.006108 %-148.90  -21.4
  27.17 -.006118 %-149.14   -9.8
  27.18 -.006100 %-148.70   -3.3
  27.19 -.006094 %-148.57    2.3
  27.20 -.000319  -7.77  449.3
  27.21 0.006207 151.40 1315.4
  27.23 0.009287 226.56 2244.2
  27.24 0.010804 263.60 3074.8
  27.25 0.011548 281.76 3725.8
  27.26 0.011927 291.01 4163.4
  27.27 0.012110 295.48 4360.1
  27.28 0.012181 297.20 4308.6
  27.29 0.012261 299.17 4006.8
  27.30 0.012312 300.42 3451.1
  27.31 0.012325 300.74 2640.2
  27.33 0.012354 301.44 1574.3
  27.34 0.012354 301.45  775.2
  27.35 0.012321 300.64  389.5
  27.36 0.012333 300.93  199.3
  27.37 0.012316 300.52  103.3
  27.38 0.012300 300.11   52.4
  27.39 0.012289 299.85   24.6
  27.40 0.012338 301.05   12.3
  27.42 0.012350 301.35    4.1
  27.43 0.008240 201.00 -315.6
  27.44 0.000858  20.93 %-1142.3
  27.45 -.002669 -65.08 %-2078.8
  27.46 -.004404 %-107.37 %-2936.3
  27.47 -.005200 %-126.77 %-3620.5
  27.48 -.005649 %-137.72 %-4096.7
  27.49 -.005864 %-142.96 %-4337.0
  27.50 -.005959 %-145.28 %-4331.6
  27.52 -.006023 %-146.83 %-4077.0
  27.53 -.006015 %-146.63 %-3566.4
  27.54 -.006030 %-147.01 %-2796.5
  27.55 -.006037 %-147.17 %-1769.1
  27.56 -.006031 %-147.02 -858.0
  27.57 -.006030 %-147.00 -418.5
  27.58 -.006038 %-147.20 -204.0
  27.59 -.006023 %-146.82  -98.7
  27.61 -.006008 %-146.46  -42.0
  27.62 -.006014 %-146.61  -15.3
  27.63 -.005997 %-146.19   -1.7
  27.64 -.005994 %-146.13    5.3
  27.65 -.005997 %-146.20    6.8
  27.66 0.000315   7.67  493.9
  27.67 0.006536 159.41 1369.7
  27.68 0.009533 232.57 2300.0
  27.70 0.010943 266.97 3121.5
  27.71 0.011637 283.93 3759.2
  27.72 0.011995 292.68 4176.7
  27.73 0.012187 297.36 4358.0
  27.74 0.012305 300.24 4295.1
  27.75 0.012342 301.14 3978.4
  27.76 0.012352 301.39 3407.2
  27.77 0.012387 302.23 2582.3
  27.78 0.012358 301.53 1497.8
  27.80 0.012359 301.55  730.1
  27.81 0.012387 302.25  361.7
  27.82 0.012363 301.66  182.2
  27.83 0.012406 302.72   94.7
  27.84 0.012436 303.45   52.2
  27.85 0.012464 304.12   33.2
  27.86 0.012492 304.81   27.3
  27.87 0.012476 304.43   26.6
  27.89 0.007721 188.33 -339.3
  27.90 0.000685  16.70 %-1180.9
  27.91 -.002695 -65.70 %-2115.9
  27.92 -.004337 %-105.73 %-2968.8
  27.93 -.005130 %-125.06 %-3649.1
  27.94 -.005506 %-134.22 %-4111.0
  27.95 -.005678 %-138.43 %-4338.2
  27.96 -.005826 %-142.04 %-4320.4
  27.98 -.005915 %-144.21 %-4051.6
  27.99 -.005971 %-145.57 %-3528.0
  28.00 -.006010 %-146.50 %-2746.9
  28.01 -.006004 %-146.36 %-1708.0
  28.02 -.006048 %-147.45 -846.7
  28.03 -.006045 %-147.37 -432.4
  28.04 -.006056 %-147.63 -231.9
  28.05 -.006057 %-147.66 -133.7
  28.06 -.006058 %-147.69  -83.6
  28.08 -.006070 %-147.99  -55.7
  28.09 -.006072 %-148.04  -35.7
  28.10 -.006112 %-149.00  -26.6
  28.11 -.006096 %-148.61  -20.5
  28.12 0.000889  21.67  520.2
  28.13 0.006758 164.84 1413.0
  28.14 0.009601 234.23 2346.7
  28.15 0.011006 268.53 3166.2
  28.16 0.011672 284.78 3798.8
  28.18 0.011998 292.74 4207.7
  28.19 0.012119 295.69 4373.2
  28.20 0.012192 297.48 4290.0
  28.21 0.012290 299.88 3958.1
  28.22 0.012305 300.23 3370.2
  28.23 0.012332 300.89 2523.8
  28.24 0.012333 300.94 1421.0
  28.25 0.012320 300.62  694.1
  28.27 0.012302 300.16  339.4
  28.28 0.012269 299.36  163.3
  28.29 0.012310 300.36   80.8
  28.30 0.012309 300.34   40.5
  28.31 0.012270 299.39   18.1
  28.32 0.012268 299.34    2.6
  28.33 0.012224 298.26  -11.7
  28.34 0.006653 162.28 -446.4
  28.36 0.000050   1.23 %-1308.8
  28.37 -.003168 -77.25 %-2244.7
  28.38 -.004698 %-114.54 %-3081.3
  28.39 -.005467 %-133.27 %-3739.9
  28.40 -.005828 %-142.07 %-4179.2
  28.41 -.005901 %-143.87 %-4373.5
  28.42 -.006025 %-146.88 %-4319.4
  28.43 -.006110 %-148.96 %-4015.5
  28.44 -.006140 %-149.68 %-3459.8
  28.46 -.006114 %-149.05 %-2644.8
  28.47 -.006087 %-148.39 %-1574.6
  28.48 -.006055 %-147.60 -752.6
  28.49 -.006038 %-147.21 -351.9
  28.50 -.006035 %-147.13 -158.4
  28.51 -.006092 %-148.53  -68.2
  28.52 -.006097 %-148.64  -28.7
  28.53 -.006099 %-148.68  -13.4
  28.55 -.006163 %-150.24   -5.8
  28.56 -.006162 %-150.22   -5.8
  28.57 -.006172 %-150.45  -12.3
  28.58 0.001474  35.94  567.1
  28.59 0.007021 171.24 1469.2
  28.60 0.009665 235.77 2393.7
  28.61 0.010978 267.83 3201.8
  28.62 0.011600 283.02 3821.2
  28.64 0.011916 290.75 4218.5
  28.65 0.012071 294.52 4371.4
  28.66 0.012182 297.24 4278.4
  28.67 0.012191 297.45 3930.3
  28.68 0.012187 297.36 3320.2
  28.69 0.012234 298.50 2457.1
  28.70 0.012210 297.92 1334.0
  28.71 0.012177 297.11  646.0
  28.73 0.012229 298.39  316.6
  28.74 0.012219 298.14  153.9
  28.75 0.012244 298.76   77.0
  28.76 0.012294 299.97   42.8
  28.77 0.012320 300.61   29.7
  28.78 0.012348 301.28   27.1
  28.79 0.012370 301.83   32.4
  28.80 0.006125 149.38 -444.8
  28.81 -.000139  -3.39 %-1319.3
  28.83 -.003150 -76.79 %-2248.6
  28.84 -.004636 %-113.03 %-3079.2
  28.85 -.005344 %-130.29 %-3731.5
  28.86 -.005730 %-139.68 %-4163.6
  28.87 -.005963 %-145.36 %-4363.4
  28.88 -.006089 %-148.44 %-4316.3
  28.89 -.006136 %-149.58 %-4011.7
  28.90 -.006171 %-150.44 %-3449.8
  28.92 -.006203 %-151.21 %-2629.1
  28.93 -.006194 %-150.99 %-1546.2
  28.94 -.006162 %-150.22 -769.5
  28.95 -.006191 %-150.91 -392.5
  28.96 -.006184 %-150.75 -204.0
  28.97 -.006162 %-150.21 -106.5
  28.98 -.006135 %-149.56  -50.0
  28.99 -.006135 %-149.55  -17.3
  29.00 -.006134 %-149.53   -0.1
  29.02 -.006127 %-149.36    8.5
  29.03 -.006100 %-148.71   15.5
  29.04 0.002066  50.39  646.6
  29.05 0.007320 178.55 1564.0
  29.06 0.009843 240.14 2487.3
  29.07 0.011091 270.60 3285.3
  29.08 0.011727 286.13 3888.3
  29.09 0.012023 293.36 4264.2
  29.11 0.012187 297.36 4400.0
  29.12 0.012242 298.70 4285.9
  29.13 0.012295 300.01 3918.8
  29.14 0.012346 301.25 3298.0
  29.15 0.012333 300.93 2418.3
  29.16 0.012325 300.72 1282.1
  29.17 0.012305 300.24  628.8
  29.18 0.012267 299.32  307.0
  29.19 0.012267 299.31  145.5
  29.21 0.012321 300.64   67.8
  29.22 0.012319 300.59   30.6
  29.23 0.012352 301.39   14.6
  29.24 0.012325 300.72    6.7
  29.25 0.012313 300.44    1.1
  29.26 0.005563 135.68 -520.3
  29.27 -.000464 -11.32 %-1406.5
  29.28 -.003365 -82.03 %-2337.6
  29.30 -.004771 %-116.32 %-3158.1
  29.31 -.005463 %-133.19 %-3794.4
  29.32 -.005800 %-141.41 %-4211.5
  29.33 -.005972 %-145.58 %-4389.1
  29.34 -.006065 %-147.85 %-4313.7
  29.35 -.006107 %-148.87 %-3984.6
  29.36 -.006139 %-149.67 %-3397.3
  29.37 -.006159 %-150.15 %-2555.4
  29.39 -.006169 %-150.38 %-1456.7
  29.40 -.006147 %-149.86 -711.9
  29.41 -.006184 %-150.75 -354.1
  29.42 -.006214 %-151.50 -182.3
  29.43 -.006171 %-150.44  -95.2
  29.44 -.006154 %-150.02  -50.0
  29.45 -.006236 %-152.02  -32.1
  29.46 -.006232 %-151.93  -23.3
  29.47 -.006270 %-152.84  -22.3
  29.49 -.006202 %-151.19  -17.0
  29.50 0.002655  64.75  667.7
  29.51 0.007513 183.25 1601.4
  29.52 0.009836 239.97 2521.9
  29.53 0.010968 267.59 3307.6
  29.54 0.011538 281.51 3894.5
  29.55 0.011855 289.25 4255.2
  29.56 0.012031 293.56 4380.7
  29.58 0.012129 295.94 4260.7
  29.59 0.012182 297.24 3881.6
  29.60 0.012182 297.24 3245.2
  29.61 0.012173 297.02 2347.1
  29.62 0.012169 296.92 1196.9
  29.63 0.012170 296.95  594.7
  29.64 0.012170 296.95  301.1
  29.65 0.012186 297.34  154.9
  29.67 0.012157 296.62   76.4
  29.68 0.012187 297.36   35.6
  29.69 0.012196 297.59   15.2
  29.70 0.012154 296.55    2.8
  29.71 0.012204 297.77    1.5
  29.72 0.004667 113.82 -576.2
  29.73 -.000930 -22.69 %-1479.3
  29.74 -.003581 -87.32 %-2403.5
  29.75 -.004887 %-119.13 %-3208.1
  29.77 -.005536 %-134.95 %-3823.9
  29.78 -.005850 %-142.62 %-4216.2
  29.79 -.006052 %-147.55 %-4370.5
  29.80 -.006151 %-149.96 %-4280.0
  29.81 -.006194 %-151.00 %-3934.0
  29.82 -.006214 %-151.50 %-3331.6
  29.83 -.006228 %-151.84 %-2476.6
  29.84 -.006259 %-152.59 %-1362.3
  29.86 -.006239 %-152.09 -673.8
  29.87 -.006220 %-151.63 -340.2
  29.88 -.006218 %-151.59 -173.4
  29.89 -.006217 %-151.56  -88.3
  29.90 -.006236 %-152.02  -44.9
  29.91 -.006214 %-151.50  -18.7
  29.92 -.006176 %-150.56   -2.9
  29.93 -.006179 %-150.63    5.6
  29.94 -.005959 %-145.27   27.4
  29.96 0.003038  74.07  735.8
  29.97 0.007768 189.48 1677.6
  29.98 0.010017 244.37 2594.0
  29.99 0.011093 270.64 3367.5
  30.00 0.011630 283.76 3941.6
  30.01 0.011925 290.97 4289.0
  30.02 0.012082 294.80 4394.8
  30.03 0.012177 297.12 4250.2
  30.05 0.012207 297.84 3852.3
  30.06 0.012212 297.97 3200.7
  30.07 0.012261 299.18 2295.4
  30.08 0.012293 299.94 1154.6
  30.09 0.012319 300.59  578.0
  30.10 0.012345 301.22  303.7
  30.11 0.012356 301.49  170.9
  30.12 0.012364 301.67  103.7
  30.13 0.012364 301.67   67.6
  30.15 0.012367 301.76   48.4
  30.16 0.012376 301.98   38.0
  30.17 0.012384 302.18   32.7
  30.18 0.004257 103.83 -598.3
  30.19 -.001033 -25.18 %-1524.5
  30.20 -.003592 -87.58 %-2457.7
  30.21 -.004860 %-118.48 %-3263.7
  30.22 -.005445 %-132.75 %-3872.4
  30.24 -.005784 %-141.01 %-4256.2
  30.25 -.005962 %-145.36 %-4399.2
  30.26 -.006030 %-147.00 %-4290.5
  30.27 -.006090 %-148.45 %-3929.0
  30.28 -.006112 %-149.00 %-3310.9
  30.29 -.006066 %-147.89 %-2429.9
  30.30 -.006082 %-148.27 %-1291.5
  30.31 -.006125 %-149.33 -637.3
  30.33 -.006088 %-148.42 -316.0
  30.34 -.006076 %-148.11 -155.7
  30.35 -.006117 %-149.13  -79.0
  30.36 -.006095 %-148.60  -36.2
  30.37 -.006123 %-149.28  -17.3
  30.38 -.006153 %-149.99  -12.1
  30.39 -.006118 %-149.14   -7.7
  30.40 -.005435 %-132.49   45.0
  30.41 0.003608  87.98  781.9
  30.43 0.008082 197.15 1731.3
  30.44 0.010219 249.32 2646.0
  30.45 0.011258 274.68 3408.8
  30.46 0.011794 287.76 3973.0
  30.47 0.012002 292.84 4304.3
  30.48 0.012105 295.35 4386.9
  30.49 0.012206 297.83 4224.3
  30.50 0.012224 298.26 3804.6
  30.52 0.012233 298.49 3126.4
  30.53 0.012261 299.16 2196.3
  30.54 0.012253 298.97 1070.5
  30.55 0.012245 298.78  518.5
  30.56 0.012294 299.98  256.3
  30.57 0.012284 299.73  128.9
  30.58 0.012315 300.48   69.3
  30.59 0.012359 301.57   47.2
  30.61 0.012337 301.03   34.4
  30.62 0.012306 300.26   23.9
  30.63 0.012341 301.11   22.4
  30.64 0.003682  89.80 -645.7
  30.65 -.001406 -34.27 %-1584.8
  30.66 -.003786 -92.31 %-2513.6
  30.67 -.004969 %-121.14 %-3309.6
