Datos generados por TERE.BAS el 06-14-2007
 t[min] T[§C] V[§C/min]
   6.72 0.005807 141.64    4.1
   6.73 0.005809 141.69    4.1
   6.74 0.005811 141.73    4.1
   6.75 0.005812 141.76    4.0
   6.77 0.005815 141.82    3.9
   6.78 0.005817 141.87    3.8
   6.79 0.005817 141.89    3.7
   6.80 0.005820 141.94    3.6
   6.81 0.005821 141.97    3.5
   6.82 0.005821 141.97    3.4
   6.83 0.005823 142.01    3.2
   6.85 0.005824 142.04    3.0
   6.86 0.005825 142.08    2.9
   6.87 0.005828 142.13    2.8
   6.88 0.005830 142.19    2.9
   6.89 0.005831 142.23    2.9
   6.90 0.005832 142.24    2.9
   6.91 0.005834 142.29    3.0
   6.93 0.005836 142.35    3.1
   6.94 0.005839 142.40    3.3
